year,round,date,circuit_name,driver_code,driver_number,team_name,grid_position,classified_position,status,points_real
2024,3,2024-03-24 04:00:00+00:00,Australian Grand Prix,TSU,22,RB,8.0,7,Finished,6.0
2024,3,2024-03-24 04:00:00+00:00,Australian Grand Prix,ALO,14,Aston Martin,10.0,8,Finished,4.0
2024,3,2024-03-24 04:00:00+00:00,Australian Grand Prix,HUL,27,Haas F1 Team,16.0,9,Finished,2.0
2024,3,2024-03-24 04:00:00+00:00,Australian Grand Prix,HAM,44,Mercedes,11.0,R,Retired,0.0
2024,3,2024-03-24 04:00:00+00:00,Australian Grand Prix,VER,1,Red Bull Racing,1.0,R,Retired,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,VER,1,Red Bull Racing,1.0,1,Finished,26.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,TSU,22,RB,10.0,10,Lapped,1.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,HUL,27,Haas F1 Team,12.0,11,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,STR,18,Aston Martin,16.0,12,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,MAG,20,Haas F1 Team,18.0,13,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,BOT,77,Kick Sauber,13.0,14,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,OCO,31,Alpine,15.0,15,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,GAS,10,Alpine,17.0,16,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,SAR,2,Williams,19.0,17,Lapped,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,PER,11,Red Bull Racing,2.0,2,Finished,18.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,SAI,55,Ferrari,4.0,3,Finished,15.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,LEC,16,Ferrari,8.0,4,Finished,12.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,NOR,4,McLaren,3.0,5,Finished,10.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,ALO,14,Aston Martin,5.0,6,Finished,8.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,RUS,63,Mercedes,9.0,7,Finished,6.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,PIA,81,McLaren,6.0,8,Finished,4.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,HAM,44,Mercedes,7.0,9,Finished,2.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,ZHO,24,Kick Sauber,20.0,R,Retired,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,RIC,3,RB,11.0,R,Retired,0.0
2024,4,2024-04-07 05:00:00+00:00,Japanese Grand Prix,ALB,23,Williams,14.0,R,Retired,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,VER,1,Red Bull Racing,1.0,1,Finished,25.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,HUL,27,Haas F1 Team,9.0,10,Finished,1.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,OCO,31,Alpine,13.0,11,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,ALB,23,Williams,14.0,12,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,GAS,10,Alpine,15.0,13,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,ZHO,24,Kick Sauber,16.0,14,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,STR,18,Aston Martin,11.0,15,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,MAG,20,Haas F1 Team,17.0,16,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,SAR,2,Williams,20.0,17,Finished,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,NOR,4,McLaren,4.0,2,Finished,18.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,PER,11,Red Bull Racing,2.0,3,Finished,15.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,LEC,16,Ferrari,6.0,4,Finished,12.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,SAI,55,Ferrari,7.0,5,Finished,10.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,RUS,63,Mercedes,8.0,6,Finished,8.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,ALO,14,Aston Martin,3.0,7,Finished,7.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,PIA,81,McLaren,5.0,8,Finished,4.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,HAM,44,Mercedes,18.0,9,Finished,2.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,RIC,3,RB,12.0,R,Retired,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,TSU,22,RB,19.0,R,Retired,0.0
2024,5,2024-04-21 07:00:00+00:00,Chinese Grand Prix,BOT,77,Kick Sauber,10.0,R,Retired,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,NOR,4,McLaren,5.0,1,Finished,25.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,OCO,31,Alpine,13.0,10,Finished,1.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,HUL,27,Haas F1 Team,9.0,11,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,GAS,10,Alpine,12.0,12,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,PIA,81,McLaren,6.0,13,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,ZHO,24,Kick Sauber,19.0,14,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,RIC,3,RB,20.0,15,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,BOT,77,Kick Sauber,16.0,16,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,STR,18,Aston Martin,11.0,17,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,ALB,23,Williams,14.0,18,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,MAG,20,Haas F1 Team,18.0,19,Finished,0.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,VER,1,Red Bull Racing,1.0,2,Finished,18.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,LEC,16,Ferrari,2.0,3,Finished,15.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,PER,11,Red Bull Racing,4.0,4,Finished,12.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,SAI,55,Ferrari,3.0,5,Finished,10.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,HAM,44,Mercedes,8.0,6,Finished,8.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,TSU,22,RB,10.0,7,Finished,6.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,RUS,63,Mercedes,7.0,8,Finished,4.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,ALO,14,Aston Martin,15.0,9,Finished,2.0
2024,6,2024-05-05 20:00:00+00:00,Miami Grand Prix,SAR,2,Williams,17.0,R,Retired,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,VER,1,Red Bull Racing,1.0,1,Finished,25.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,TSU,22,RB,7.0,10,Lapped,1.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,HUL,27,Haas F1 Team,10.0,11,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,MAG,20,Haas F1 Team,18.0,12,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,RIC,3,RB,9.0,13,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,OCO,31,Alpine,12.0,14,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,ZHO,24,Kick Sauber,17.0,15,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,GAS,10,Alpine,15.0,16,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,SAR,2,Williams,19.0,17,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,BOT,77,Kick Sauber,16.0,18,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,ALO,14,Aston Martin,20.0,19,Lapped,0.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,NOR,4,McLaren,2.0,2,Finished,18.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,LEC,16,Ferrari,3.0,3,Finished,15.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,PIA,81,McLaren,5.0,4,Finished,12.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,SAI,55,Ferrari,4.0,5,Finished,10.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,HAM,44,Mercedes,8.0,6,Finished,8.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,RUS,63,Mercedes,6.0,7,Finished,7.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,PER,11,Red Bull Racing,11.0,8,Finished,4.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,STR,18,Aston Martin,13.0,9,Finished,2.0
2024,7,2024-05-19 13:00:00+00:00,Emilia Romagna Grand Prix,ALB,23,Williams,14.0,R,Retired,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,LEC,16,Ferrari,1.0,1,Finished,25.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,GAS,10,Alpine,10.0,10,Lapped,1.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,ALO,14,Aston Martin,14.0,11,Lapped,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,RIC,3,RB,12.0,12,Lapped,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,BOT,77,Kick Sauber,17.0,13,Lapped,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,STR,18,Aston Martin,13.0,14,Lapped,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,SAR,2,Williams,15.0,15,Lapped,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,ZHO,24,Kick Sauber,18.0,16,Lapped,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,PIA,81,McLaren,2.0,2,Finished,18.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,SAI,55,Ferrari,3.0,3,Finished,15.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,NOR,4,McLaren,4.0,4,Finished,12.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,RUS,63,Mercedes,5.0,5,Finished,10.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,VER,1,Red Bull Racing,6.0,6,Finished,8.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,HAM,44,Mercedes,7.0,7,Finished,7.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,TSU,22,RB,8.0,8,Lapped,4.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,ALB,23,Williams,9.0,9,Lapped,2.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,OCO,31,Alpine,11.0,R,Retired,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,PER,11,Red Bull Racing,16.0,R,Retired,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,HUL,27,Haas F1 Team,19.0,R,Retired,0.0
2024,8,2024-05-26 13:00:00+00:00,Monaco Grand Prix,MAG,20,Haas F1 Team,20.0,R,Retired,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,VER,1,Red Bull Racing,2.0,1,Finished,25.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,OCO,31,Alpine,18.0,10,Finished,1.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,HUL,27,Haas F1 Team,17.0,11,Finished,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,MAG,20,Haas F1 Team,14.0,12,Finished,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,BOT,77,Kick Sauber,19.0,13,Finished,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,TSU,22,RB,8.0,14,Finished,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,ZHO,24,Kick Sauber,20.0,15,Lapped,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,NOR,4,McLaren,3.0,2,Finished,18.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,RUS,63,Mercedes,1.0,3,Finished,15.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,HAM,44,Mercedes,7.0,4,Finished,13.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,PIA,81,McLaren,4.0,5,Finished,10.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,ALO,14,Aston Martin,6.0,6,Finished,8.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,STR,18,Aston Martin,9.0,7,Finished,6.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,RIC,3,RB,5.0,8,Finished,4.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,GAS,10,Alpine,15.0,9,Finished,2.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,SAI,55,Ferrari,12.0,R,Retired,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,ALB,23,Williams,10.0,R,Retired,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,PER,11,Red Bull Racing,16.0,R,Retired,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,LEC,16,Ferrari,11.0,R,Retired,0.0
2024,9,2024-06-09 18:00:00+00:00,Canadian Grand Prix,SAR,2,Williams,13.0,R,Retired,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,VER,1,Red Bull Racing,2.0,1,Finished,25.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,OCO,31,Alpine,8.0,10,Finished,1.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,HUL,27,Haas F1 Team,13.0,11,Finished,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,ALO,14,Aston Martin,10.0,12,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,ZHO,24,Kick Sauber,15.0,13,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,STR,18,Aston Martin,14.0,14,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,RIC,3,RB,18.0,15,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,BOT,77,Kick Sauber,12.0,16,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,MAG,20,Haas F1 Team,16.0,17,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,ALB,23,Williams,20.0,18,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,TSU,22,RB,17.0,19,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,NOR,4,McLaren,1.0,2,Finished,19.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,SAR,2,Williams,19.0,20,Lapped,0.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,HAM,44,Mercedes,3.0,3,Finished,15.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,RUS,63,Mercedes,4.0,4,Finished,12.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,LEC,16,Ferrari,5.0,5,Finished,10.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,SAI,55,Ferrari,6.0,6,Finished,8.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,PIA,81,McLaren,9.0,7,Finished,6.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,PER,11,Red Bull Racing,11.0,8,Finished,4.0
2024,10,2024-06-23 13:00:00+00:00,Spanish Grand Prix,GAS,10,Alpine,7.0,9,Finished,2.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,RUS,63,Mercedes,3.0,1,Finished,25.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,GAS,10,Alpine,13.0,10,Finished,1.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,LEC,16,Ferrari,6.0,11,Finished,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,OCO,31,Alpine,10.0,12,Finished,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,STR,18,Aston Martin,17.0,13,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,TSU,22,RB,14.0,14,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,ALB,23,Williams,16.0,15,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,BOT,77,Kick Sauber,18.0,16,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,ZHO,24,Kick Sauber,20.0,17,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,ALO,14,Aston Martin,15.0,18,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,SAR,2,Williams,19.0,19,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,PIA,81,McLaren,7.0,2,Finished,18.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,NOR,4,McLaren,2.0,20,Lapped,0.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,SAI,55,Ferrari,4.0,3,Finished,15.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,HAM,44,Mercedes,5.0,4,Finished,12.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,VER,1,Red Bull Racing,1.0,5,Finished,10.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,HUL,27,Haas F1 Team,9.0,6,Finished,8.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,PER,11,Red Bull Racing,8.0,7,Finished,6.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,MAG,20,Haas F1 Team,12.0,8,Finished,4.0
2024,11,2024-06-30 13:00:00+00:00,Austrian Grand Prix,RIC,3,RB,11.0,9,Finished,2.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,HAM,44,Mercedes,2.0,1,Finished,25.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,TSU,22,RB,13.0,10,Finished,1.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,SAR,2,Williams,12.0,11,Finished,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,MAG,20,Haas F1 Team,17.0,12,Finished,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,RIC,3,RB,15.0,13,Lapped,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,LEC,16,Ferrari,11.0,14,Lapped,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,BOT,77,Kick Sauber,16.0,15,Lapped,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,OCO,31,Alpine,18.0,16,Lapped,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,PER,11,Red Bull Racing,20.0,17,Lapped,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,ZHO,24,Kick Sauber,14.0,18,Lapped,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,VER,1,Red Bull Racing,4.0,2,Finished,18.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,NOR,4,McLaren,3.0,3,Finished,15.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,PIA,81,McLaren,5.0,4,Finished,12.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,SAI,55,Ferrari,7.0,5,Finished,11.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,HUL,27,Haas F1 Team,6.0,6,Finished,8.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,STR,18,Aston Martin,8.0,7,Finished,6.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,ALO,14,Aston Martin,10.0,8,Finished,4.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,ALB,23,Williams,9.0,9,Finished,2.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,RUS,63,Mercedes,1.0,R,Retired,0.0
2024,12,2024-07-07 14:00:00+00:00,British Grand Prix,GAS,10,Alpine,19.0,W,Did not start,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,PIA,81,McLaren,2.0,1,Finished,25.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,STR,18,Aston Martin,8.0,10,Finished,1.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,ALO,14,Aston Martin,7.0,11,Finished,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,RIC,3,RB,9.0,12,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,HUL,27,Haas F1 Team,11.0,13,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,ALB,23,Williams,13.0,14,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,MAG,20,Haas F1 Team,15.0,15,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,BOT,77,Kick Sauber,12.0,16,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,SAR,2,Williams,14.0,17,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,OCO,31,Alpine,19.0,18,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,ZHO,24,Kick Sauber,18.0,19,Lapped,0.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,NOR,4,McLaren,1.0,2,Finished,18.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,HAM,44,Mercedes,5.0,3,Finished,15.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,LEC,16,Ferrari,6.0,4,Finished,12.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,VER,1,Red Bull Racing,3.0,5,Finished,10.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,SAI,55,Ferrari,4.0,6,Finished,8.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,PER,11,Red Bull Racing,16.0,7,Finished,6.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,RUS,63,Mercedes,17.0,8,Finished,5.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,TSU,22,RB,10.0,9,Finished,2.0
2024,13,2024-07-21 13:00:00+00:00,Hungarian Grand Prix,GAS,10,Alpine,20.0,R,Retired,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,HAM,44,Mercedes,3.0,1,Finished,25.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,RIC,3,RB,13.0,10,Finished,1.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,STR,18,Aston Martin,15.0,11,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,ALB,23,Williams,10.0,12,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,GAS,10,Alpine,12.0,13,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,MAG,20,Haas F1 Team,17.0,14,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,BOT,77,Kick Sauber,14.0,15,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,TSU,22,RB,20.0,16,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,SAR,2,Williams,18.0,17,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,HUL,27,Haas F1 Team,16.0,18,Finished,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,PIA,81,McLaren,5.0,2,Finished,18.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,RUS,63,Mercedes,6.0,20,Disqualified,0.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,LEC,16,Ferrari,1.0,3,Finished,15.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,VER,1,Red Bull Racing,11.0,4,Finished,12.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,NOR,4,McLaren,4.0,5,Finished,10.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,SAI,55,Ferrari,7.0,6,Finished,8.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,PER,11,Red Bull Racing,2.0,7,Finished,7.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,ALO,14,Aston Martin,8.0,8,Finished,4.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,OCO,31,Alpine,9.0,9,Finished,2.0
2024,14,2024-07-28 13:00:00+00:00,Belgian Grand Prix,ZHO,24,Kick Sauber,19.0,R,Retired,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,NOR,4,McLaren,1.0,1,Finished,26.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,ALO,14,Aston Martin,7.0,10,Lapped,1.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,HUL,27,Haas F1 Team,12.0,11,Lapped,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,RIC,3,RB,13.0,12,Lapped,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,STR,18,Aston Martin,8.0,13,Lapped,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,ALB,23,Williams,19.0,14,Lapped,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,OCO,31,Alpine,15.0,15,Lapped,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,SAR,2,Williams,18.0,16,Lapped,0.0
2024,15,2024-08-25 13:00:00+00:00,Dutch Grand Prix,TSU,22,RB,11.0,17,Lapped,0.0
