year,round,driver,team,position,puntos_carrera,es_abandono
2020,15,KVY,AlphaTauri,11,0,False
2020,15,RUS,Williams,12,0,False
2020,15,VET,Ferrari,13,0,False
2020,15,LAT,Williams,14,0,False
2020,15,RAI,Alfa Romeo Racing,15,0,False
2020,15,GIO,Alfa Romeo Racing,16,0,False
2020,15,MAG,Haas F1 Team,17,0,False
2020,15,PER,Racing Point,18,0,False
2020,15,STR,Racing Point,999,0,True
2020,15,GRO,Haas F1 Team,999,0,True
2020,16,PER,Racing Point,1,25,False
2020,16,OCO,Renault,2,18,False
2020,16,STR,Racing Point,3,15,False
2020,16,SAI,McLaren,4,12,False
2020,16,RIC,Renault,5,10,False
2020,16,ALB,Red Bull Racing,6,8,False
2020,16,KVY,AlphaTauri,7,6,False
2020,16,BOT,Mercedes,8,4,False
2020,16,RUS,Mercedes,9,2,False
2020,16,NOR,McLaren,10,1,False
2020,16,GAS,AlphaTauri,11,0,False
2020,16,VET,Ferrari,12,0,False
2020,16,GIO,Alfa Romeo Racing,13,0,False
2020,16,RAI,Alfa Romeo Racing,14,0,False
2020,16,MAG,Haas F1 Team,15,0,False
2020,16,AIT,Williams,16,0,False
2020,16,FIT,Haas F1 Team,17,0,False
2020,16,LAT,Williams,999,0,True
2020,16,VER,Red Bull Racing,999,0,True
2020,16,LEC,Ferrari,999,0,True
2020,17,VER,Red Bull Racing,1,25,False
2020,17,BOT,Mercedes,2,18,False
2020,17,HAM,Mercedes,3,15,False
2020,17,ALB,Red Bull Racing,4,12,False
2020,17,NOR,McLaren,5,10,False
2020,17,SAI,McLaren,6,8,False
2020,17,RIC,Renault,7,6,False
2020,17,GAS,AlphaTauri,8,4,False
2020,17,OCO,Renault,9,2,False
2020,17,STR,Racing Point,10,1,False
2020,17,KVY,AlphaTauri,11,0,False
2020,17,RAI,Alfa Romeo Racing,12,0,False
2020,17,LEC,Ferrari,13,0,False
2020,17,VET,Ferrari,14,0,False
2020,17,RUS,Williams,15,0,False
2020,17,GIO,Alfa Romeo Racing,16,0,False
2020,17,LAT,Williams,17,0,False
2020,17,MAG,Haas F1 Team,18,0,False
2020,17,FIT,Haas F1 Team,19,0,False
2020,17,PER,Racing Point,999,0,True
2021,1,HAM,Mercedes,1,25,False
2021,1,VER,Red Bull Racing,2,18,False
2021,1,BOT,Mercedes,3,15,False
2021,1,NOR,McLaren,4,12,False
2021,1,PER,Red Bull Racing,5,10,False
2021,1,LEC,Ferrari,6,8,False
2021,1,RIC,McLaren,7,6,False
2021,1,SAI,Ferrari,8,4,False
2021,1,TSU,AlphaTauri,9,2,False
2021,1,STR,Aston Martin,10,1,False
2021,1,RAI,Alfa Romeo Racing,11,0,False
2021,1,GIO,Alfa Romeo Racing,12,0,False
2021,1,OCO,Alpine,13,0,False
2021,1,RUS,Williams,14,0,False
2021,1,VET,Aston Martin,15,0,False
2021,1,MSC,Haas F1 Team,16,0,False
2021,1,GAS,AlphaTauri,17,0,False
2021,1,LAT,Williams,18,0,False
2021,1,ALO,Alpine,999,0,True
2021,1,MAZ,Haas F1 Team,999,0,True
2021,2,VER,Red Bull Racing,1,25,False
2021,2,HAM,Mercedes,2,18,False
2021,2,NOR,McLaren,3,15,False
2021,2,LEC,Ferrari,4,12,False
2021,2,SAI,Ferrari,5,10,False
2021,2,RIC,McLaren,6,8,False
2021,2,GAS,AlphaTauri,7,6,False
2021,2,STR,Aston Martin,8,4,False
2021,2,OCO,Alpine,9,2,False
2021,2,ALO,Alpine,10,1,False
2021,2,PER,Red Bull Racing,11,0,False
2021,2,TSU,AlphaTauri,12,0,False
2021,2,RAI,Alfa Romeo Racing,13,0,False
2021,2,GIO,Alfa Romeo Racing,14,0,False
2021,2,VET,Aston Martin,15,0,False
2021,2,MSC,Haas F1 Team,16,0,False
2021,2,MAZ,Haas F1 Team,17,0,False
2021,2,BOT,Mercedes,999,0,True
2021,2,RUS,Williams,999,0,True
2021,2,LAT,Williams,999,0,True
2021,3,HAM,Mercedes,1,25,False
2021,3,VER,Red Bull Racing,2,18,False
2021,3,BOT,Mercedes,3,15,False
2021,3,PER,Red Bull Racing,4,12,False
2021,3,NOR,McLaren,5,10,False
2021,3,LEC,Ferrari,6,8,False
2021,3,OCO,Alpine,7,6,False
2021,3,ALO,Alpine,8,4,False
2021,3,RIC,McLaren,9,2,False
2021,3,GAS,AlphaTauri,10,1,False
2021,3,SAI,Ferrari,11,0,False
2021,3,GIO,Alfa Romeo Racing,12,0,False
2021,3,VET,Aston Martin,13,0,False
2021,3,STR,Aston Martin,14,0,False
2021,3,TSU,AlphaTauri,15,0,False
2021,3,RUS,Williams,16,0,False
2021,3,MSC,Haas F1 Team,17,0,False
2021,3,LAT,Williams,18,0,False
2021,3,MAZ,Haas F1 Team,19,0,False
2021,3,RAI,Alfa Romeo Racing,999,0,True
2021,4,HAM,Mercedes,1,25,False
2021,4,VER,Red Bull Racing,2,18,False
2021,4,BOT,Mercedes,3,15,False
2021,4,LEC,Ferrari,4,12,False
2021,4,PER,Red Bull Racing,5,10,False
2021,4,RIC,McLaren,6,8,False
2021,4,SAI,Ferrari,7,6,False
2021,4,NOR,McLaren,8,4,False
2021,4,OCO,Alpine,9,2,False
2021,4,GAS,AlphaTauri,10,1,False
2021,4,STR,Aston Martin,11,0,False
2021,4,RAI,Alfa Romeo Racing,12,0,False
2021,4,VET,Aston Martin,13,0,False
2021,4,RUS,Williams,14,0,False
2021,4,GIO,Alfa Romeo Racing,15,0,False
2021,4,LAT,Williams,16,0,False
2021,4,ALO,Alpine,17,0,False
2021,4,MSC,Haas F1 Team,18,0,False
2021,4,MAZ,Haas F1 Team,19,0,False
2021,4,TSU,AlphaTauri,999,0,True
2021,5,VER,Red Bull Racing,1,25,False
2021,5,SAI,Ferrari,2,18,False
2021,5,NOR,McLaren,3,15,False
2021,5,PER,Red Bull Racing,4,12,False
2021,5,VET,Aston Martin,5,10,False
2021,5,GAS,AlphaTauri,6,8,False
2021,5,HAM,Mercedes,7,6,False
2021,5,STR,Aston Martin,8,4,False
2021,5,OCO,Alpine,9,2,False
2021,5,GIO,Alfa Romeo Racing,10,1,False
2021,5,RAI,Alfa Romeo Racing,11,0,False
2021,5,RIC,McLaren,12,0,False
2021,5,ALO,Alpine,13,0,False
2021,5,RUS,Williams,14,0,False
2021,5,LAT,Williams,15,0,False
2021,5,TSU,AlphaTauri,16,0,False
2021,5,MAZ,Haas F1 Team,17,0,False
2021,5,MSC,Haas F1 Team,18,0,False
2021,5,BOT,Mercedes,999,0,True
2021,5,LEC,Ferrari,999,0,True
2021,6,PER,Red Bull Racing,1,25,False
2021,6,VET,Aston Martin,2,18,False
2021,6,GAS,AlphaTauri,3,15,False
2021,6,LEC,Ferrari,4,12,False
2021,6,NOR,McLaren,5,10,False
2021,6,ALO,Alpine,6,8,False
2021,6,TSU,AlphaTauri,7,6,False
2021,6,SAI,Ferrari,8,4,False
2021,6,RIC,McLaren,9,2,False
2021,6,RAI,Alfa Romeo Racing,10,1,False
2021,6,GIO,Alfa Romeo Racing,11,0,False
2021,6,BOT,Mercedes,12,0,False
2021,6,MSC,Haas F1 Team,13,0,False
2021,6,MAZ,Haas F1 Team,14,0,False
2021,6,HAM,Mercedes,15,0,False
2021,6,LAT,Williams,16,0,False
2021,6,RUS,Williams,999,0,True
2021,6,VER,Red Bull Racing,999,0,True
2021,6,STR,Aston Martin,999,0,True
2021,6,OCO,Alpine,999,0,True
2021,7,VER,Red Bull Racing,1,25,False
2021,7,HAM,Mercedes,2,18,False
2021,7,PER,Red Bull Racing,3,15,False
2021,7,BOT,Mercedes,4,12,False
2021,7,NOR,McLaren,5,10,False
2021,7,RIC,McLaren,6,8,False
2021,7,GAS,AlphaTauri,7,6,False
2021,7,ALO,Alpine,8,4,False
2021,7,VET,Aston Martin,9,2,False
2021,7,STR,Aston Martin,10,1,False
2021,7,SAI,Ferrari,11,0,False
2021,7,RUS,Williams,12,0,False
2021,7,TSU,AlphaTauri,13,0,False
2021,7,OCO,Alpine,14,0,False
2021,7,GIO,Alfa Romeo Racing,15,0,False
2021,7,LEC,Ferrari,16,0,False
2021,7,RAI,Alfa Romeo Racing,17,0,False
2021,7,LAT,Williams,18,0,False
2021,7,MSC,Haas F1 Team,19,0,False
2021,7,MAZ,Haas F1 Team,20,0,False
2021,8,VER,Red Bull Racing,1,25,False
2021,8,HAM,Mercedes,2,18,False
2021,8,BOT,Mercedes,3,15,False
2021,8,PER,Red Bull Racing,4,12,False
2021,8,NOR,McLaren,5,10,False
2021,8,SAI,Ferrari,6,8,False
2021,8,LEC,Ferrari,7,6,False
2021,8,STR,Aston Martin,8,4,False
2021,8,ALO,Alpine,9,2,False
2021,8,TSU,AlphaTauri,10,1,False
2021,8,RAI,Alfa Romeo Racing,11,0,False
2021,8,VET,Aston Martin,12,0,False
2021,8,RIC,McLaren,13,0,False
2021,8,OCO,Alpine,14,0,False
2021,8,GIO,Alfa Romeo Racing,15,0,False
2021,8,MSC,Haas F1 Team,16,0,False
2021,8,LAT,Williams,17,0,False
2021,8,MAZ,Haas F1 Team,18,0,False
2021,8,RUS,Williams,999,0,True
2021,8,GAS,AlphaTauri,999,0,True
2021,9,VER,Red Bull Racing,1,25,False
2021,9,BOT,Mercedes,2,18,False
2021,9,NOR,McLaren,3,15,False
2021,9,HAM,Mercedes,4,12,False
2021,9,SAI,Ferrari,5,10,False
2021,9,PER,Red Bull Racing,6,8,False
2021,9,RIC,McLaren,7,6,False
2021,9,LEC,Ferrari,8,4,False
2021,9,GAS,AlphaTauri,9,2,False
2021,9,ALO,Alpine,10,1,False
2021,9,RUS,Williams,11,0,False
2021,9,TSU,AlphaTauri,12,0,False
2021,9,STR,Aston Martin,13,0,False
2021,9,GIO,Alfa Romeo Racing,14,0,False
2021,9,RAI,Alfa Romeo Racing,15,0,False
2021,9,LAT,Williams,16,0,False
2021,9,VET,Aston Martin,17,0,False
2021,9,MSC,Haas F1 Team,18,0,False
2021,9,MAZ,Haas F1 Team,19,0,False
2021,9,OCO,Alpine,999,0,True
2021,10,HAM,Mercedes,1,25,False
2021,10,LEC,Ferrari,2,18,False
2021,10,BOT,Mercedes,3,15,False
2021,10,NOR,McLaren,4,12,False
2021,10,RIC,McLaren,5,10,False
2021,10,SAI,Ferrari,6,8,False
2021,10,ALO,Alpine,7,6,False
2021,10,STR,Aston Martin,8,4,False
2021,10,OCO,Alpine,9,2,False
2021,10,TSU,AlphaTauri,10,1,False
2021,10,GAS,AlphaTauri,11,0,False
2021,10,RUS,Williams,12,0,False
2021,10,GIO,Alfa Romeo Racing,13,0,False
2021,10,LAT,Williams,14,0,False
2021,10,RAI,Alfa Romeo Racing,15,0,False
2021,10,PER,Red Bull Racing,16,0,False
2021,10,MAZ,Haas F1 Team,17,0,False
2021,10,MSC,Haas F1 Team,18,0,False
2021,10,VET,Aston Martin,999,0,True
2021,10,VER,Red Bull Racing,999,0,True
2021,11,OCO,Alpine,1,25,False
2021,11,HAM,Mercedes,2,18,False
2021,11,SAI,Ferrari,3,15,False
2021,11,ALO,Alpine,4,12,False
2021,11,GAS,AlphaTauri,5,10,False
2021,11,TSU,AlphaTauri,6,8,False
2021,11,LAT,Williams,7,6,False
2021,11,RUS,Williams,8,4,False
2021,11,VER,Red Bull Racing,9,2,False
2021,11,RAI,Alfa Romeo Racing,10,1,False
2021,11,RIC,McLaren,11,0,False
2021,11,MSC,Haas F1 Team,12,0,False
2021,11,GIO,Alfa Romeo Racing,13,0,False
2021,11,VET,Aston Martin,999,0,True
2021,11,MAZ,Haas F1 Team,999,0,True
2021,11,NOR,McLaren,999,0,True
2021,11,BOT,Mercedes,999,0,True
2021,11,PER,Red Bull Racing,999,0,True
2021,11,LEC,Ferrari,999,0,True
2021,11,STR,Aston Martin,999,0,True
2021,12,VER,Red Bull Racing,1,25,False
2021,12,RUS,Williams,2,18,False
2021,12,HAM,Mercedes,3,15,False
2021,12,RIC,McLaren,4,12,False
2021,12,VET,Aston Martin,5,10,False
2021,12,GAS,AlphaTauri,6,8,False
2021,12,OCO,Alpine,7,6,False
2021,12,LEC,Ferrari,8,4,False
2021,12,LAT,Williams,9,2,False
2021,12,SAI,Ferrari,10,1,False
2021,12,ALO,Alpine,11,0,False
2021,12,BOT,Mercedes,12,0,False
2021,12,GIO,Alfa Romeo Racing,13,0,False
2021,12,NOR,McLaren,14,0,False
2021,12,TSU,AlphaTauri,15,0,False
2021,12,MSC,Haas F1 Team,16,0,False
2021,12,MAZ,Haas F1 Team,17,0,False
2021,12,RAI,Alfa Romeo Racing,18,0,False
2021,12,PER,Red Bull Racing,19,0,False
2021,12,STR,Aston Martin,20,0,False
2021,13,VER,Red Bull Racing,1,25,False
2021,13,HAM,Mercedes,2,18,False
2021,13,BOT,Mercedes,3,15,False
2021,13,GAS,AlphaTauri,4,12,False
2021,13,LEC,Ferrari,5,10,False
2021,13,ALO,Alpine,6,8,False
2021,13,SAI,Ferrari,7,6,False
2021,13,PER,Red Bull Racing,8,4,False
2021,13,OCO,Alpine,9,2,False
2021,13,NOR,McLaren,10,1,False
2021,13,RIC,McLaren,11,0,False
2021,13,STR,Aston Martin,12,0,False
2021,13,VET,Aston Martin,13,0,False
2021,13,GIO,Alfa Romeo Racing,14,0,False
2021,13,KUB,Alfa Romeo Racing,15,0,False
2021,13,LAT,Williams,16,0,False
2021,13,RUS,Williams,17,0,False
2021,13,MSC,Haas F1 Team,18,0,False
2021,13,TSU,AlphaTauri,999,0,True
2021,13,MAZ,Haas F1 Team,999,0,True
2021,14,RIC,McLaren,1,25,False
2021,14,NOR,McLaren,2,18,False
2021,14,BOT,Mercedes,3,15,False
2021,14,LEC,Ferrari,4,12,False
2021,14,PER,Red Bull Racing,5,10,False
2021,14,SAI,Ferrari,6,8,False
2021,14,STR,Aston Martin,7,6,False
2021,14,ALO,Alpine,8,4,False
2021,14,RUS,Williams,9,2,False
2021,14,OCO,Alpine,10,1,False
2021,14,LAT,Williams,11,0,False
2021,14,VET,Aston Martin,12,0,False
2021,14,GIO,Alfa Romeo Racing,13,0,False
2021,14,KUB,Alfa Romeo Racing,14,0,False
2021,14,MSC,Haas F1 Team,15,0,False
2021,14,MAZ,Haas F1 Team,999,0,True
2021,14,HAM,Mercedes,999,0,True
2021,14,VER,Red Bull Racing,999,0,True
2021,14,GAS,AlphaTauri,999,0,True
2021,14,TSU,AlphaTauri,999,0,True
2021,15,HAM,Mercedes,1,25,False
2021,15,VER,Red Bull Racing,2,18,False
2021,15,SAI,Ferrari,3,15,False
2021,15,RIC,McLaren,4,12,False
2021,15,BOT,Mercedes,5,10,False
2021,15,ALO,Alpine,6,8,False
2021,15,NOR,McLaren,7,6,False
2021,15,RAI,Alfa Romeo Racing,8,4,False
2021,15,PER,Red Bull Racing,9,2,False
2021,15,RUS,Williams,10,1,False
2021,15,STR,Aston Martin,11,0,False
2021,15,VET,Aston Martin,12,0,False
2021,15,GAS,AlphaTauri,13,0,False
2021,15,OCO,Alpine,14,0,False
2021,15,LEC,Ferrari,15,0,False
2021,15,GIO,Alfa Romeo Racing,16,0,False
2021,15,TSU,AlphaTauri,17,0,False
2021,15,MAZ,Haas F1 Team,18,0,False
2021,15,LAT,Williams,19,0,False
2021,15,MSC,Haas F1 Team,999,0,True
2021,16,BOT,Mercedes,1,25,False
2021,16,VER,Red Bull Racing,2,18,False
2021,16,PER,Red Bull Racing,3,15,False
2021,16,LEC,Ferrari,4,12,False
2021,16,HAM,Mercedes,5,10,False
2021,16,GAS,AlphaTauri,6,8,False
2021,16,NOR,McLaren,7,6,False
2021,16,SAI,Ferrari,8,4,False
2021,16,STR,Aston Martin,9,2,False
2021,16,OCO,Alpine,10,1,False
2021,16,GIO,Alfa Romeo Racing,11,0,False
2021,16,RAI,Alfa Romeo Racing,12,0,False
2021,16,RIC,McLaren,13,0,False
2021,16,TSU,AlphaTauri,14,0,False
2021,16,RUS,Williams,15,0,False
2021,16,ALO,Alpine,16,0,False
2021,16,LAT,Williams,17,0,False
2021,16,VET,Aston Martin,18,0,False
2021,16,MSC,Haas F1 Team,19,0,False
2021,16,MAZ,Haas F1 Team,20,0,False
2021,17,VER,Red Bull Racing,1,25,False
2021,17,HAM,Mercedes,2,18,False
2021,17,PER,Red Bull Racing,3,15,False
2021,17,LEC,Ferrari,4,12,False
2021,17,RIC,McLaren,5,10,False
2021,17,BOT,Mercedes,6,8,False
2021,17,SAI,Ferrari,7,6,False
2021,17,NOR,McLaren,8,4,False
2021,17,TSU,AlphaTauri,9,2,False
2021,17,VET,Aston Martin,10,1,False
2021,17,GIO,Alfa Romeo Racing,11,0,False
2021,17,STR,Aston Martin,12,0,False
2021,17,RAI,Alfa Romeo Racing,13,0,False
2021,17,RUS,Williams,14,0,False
2021,17,LAT,Williams,15,0,False
2021,17,MSC,Haas F1 Team,16,0,False
2021,17,MAZ,Haas F1 Team,17,0,False
2021,17,ALO,Alpine,999,0,True
2021,17,OCO,Alpine,999,0,True
2021,17,GAS,AlphaTauri,999,0,True
2021,18,VER,Red Bull Racing,1,25,False
2021,18,HAM,Mercedes,2,18,False
2021,18,PER,Red Bull Racing,3,15,False
2021,18,GAS,AlphaTauri,4,12,False
2021,18,LEC,Ferrari,5,10,False
2021,18,SAI,Ferrari,6,8,False
2021,18,VET,Aston Martin,7,6,False
2021,18,RAI,Alfa Romeo Racing,8,4,False
2021,18,ALO,Alpine,9,2,False
2021,18,NOR,McLaren,10,1,False
2021,18,GIO,Alfa Romeo Racing,11,0,False
2021,18,RIC,McLaren,12,0,False
2021,18,OCO,Alpine,13,0,False
2021,18,STR,Aston Martin,14,0,False
2021,18,BOT,Mercedes,15,0,False
2021,18,RUS,Williams,16,0,False
2021,18,LAT,Williams,17,0,False
2021,18,MAZ,Haas F1 Team,18,0,False
2021,18,MSC,Haas F1 Team,999,0,True
2021,18,TSU,AlphaTauri,999,0,True
2021,19,HAM,Mercedes,1,25,False
2021,19,VER,Red Bull Racing,2,18,False
2021,19,BOT,Mercedes,3,15,False
2021,19,PER,Red Bull Racing,4,12,False
2021,19,LEC,Ferrari,5,10,False
2021,19,SAI,Ferrari,6,8,False
2021,19,GAS,AlphaTauri,7,6,False
2021,19,OCO,Alpine,8,4,False
2021,19,ALO,Alpine,9,2,False
2021,19,NOR,McLaren,10,1,False
2021,19,VET,Aston Martin,11,0,False
2021,19,RAI,Alfa Romeo Racing,12,0,False
2021,19,RUS,Williams,13,0,False
2021,19,GIO,Alfa Romeo Racing,14,0,False
2021,19,TSU,AlphaTauri,15,0,False
2021,19,LAT,Williams,16,0,False
2021,19,MAZ,Haas F1 Team,17,0,False
2021,19,MSC,Haas F1 Team,18,0,False
2021,19,RIC,McLaren,999,0,True
2021,19,STR,Aston Martin,999,0,True
2021,20,HAM,Mercedes,1,25,False
2021,20,VER,Red Bull Racing,2,18,False
2021,20,ALO,Alpine,3,15,False
2021,20,PER,Red Bull Racing,4,12,False
2021,20,OCO,Alpine,5,10,False
2021,20,STR,Aston Martin,6,8,False
2021,20,SAI,Ferrari,7,6,False
2021,20,LEC,Ferrari,8,4,False
2021,20,NOR,McLaren,9,2,False
2021,20,VET,Aston Martin,10,1,False
2021,20,GAS,AlphaTauri,11,0,False
2021,20,RIC,McLaren,12,0,False
2021,20,TSU,AlphaTauri,13,0,False
2021,20,RAI,Alfa Romeo Racing,14,0,False
2021,20,GIO,Alfa Romeo Racing,15,0,False
2021,20,MSC,Haas F1 Team,16,0,False
2021,20,RUS,Williams,17,0,False
2021,20,MAZ,Haas F1 Team,18,0,False
2021,20,LAT,Williams,999,0,True
2021,20,BOT,Mercedes,999,0,True
2021,21,HAM,Mercedes,1,25,False
2021,21,VER,Red Bull Racing,2,18,False
2021,21,BOT,Mercedes,3,15,False
2021,21,OCO,Alpine,4,12,False
2021,21,RIC,McLaren,5,10,False
2021,21,GAS,AlphaTauri,6,8,False
2021,21,LEC,Ferrari,7,6,False
2021,21,SAI,Ferrari,8,4,False
2021,21,GIO,Alfa Romeo Racing,9,2,False
2021,21,NOR,McLaren,10,1,False
2021,21,STR,Aston Martin,11,0,False
2021,21,LAT,Williams,12,0,False
2021,21,ALO,Alpine,13,0,False
2021,21,TSU,AlphaTauri,14,0,False
2021,21,RAI,Alfa Romeo Racing,15,0,False
2021,21,VET,Aston Martin,999,0,True
2021,21,PER,Red Bull Racing,999,0,True
2021,21,MAZ,Haas F1 Team,999,0,True
2021,21,RUS,Williams,999,0,True
2021,21,MSC,Haas F1 Team,999,0,True
2021,22,VER,Red Bull Racing,1,25,False
2021,22,HAM,Mercedes,2,18,False
2021,22,SAI,Ferrari,3,15,False
2021,22,TSU,AlphaTauri,4,12,False
2021,22,GAS,AlphaTauri,5,10,False
2021,22,BOT,Mercedes,6,8,False
2021,22,NOR,McLaren,7,6,False
2021,22,ALO,Alpine,8,4,False
2021,22,OCO,Alpine,9,2,False
2021,22,LEC,Ferrari,10,1,False
2021,22,VET,Aston Martin,11,0,False
2021,22,RIC,McLaren,12,0,False
2021,22,STR,Aston Martin,13,0,False
2021,22,MSC,Haas F1 Team,14,0,False
2021,22,PER,Red Bull Racing,15,0,False
2021,22,LAT,Williams,999,0,True
2021,22,GIO,Alfa Romeo Racing,999,0,True
2021,22,RUS,Williams,999,0,True
2021,22,RAI,Alfa Romeo Racing,999,0,True
2021,22,MAZ,Haas F1 Team,999,0,True
2022,1,LEC,Ferrari,1,25,False
2022,1,SAI,Ferrari,2,18,False
2022,1,HAM,Mercedes,3,15,False
2022,1,RUS,Mercedes,4,12,False
2022,1,MAG,Haas F1 Team,5,10,False
2022,1,BOT,Alfa Romeo,6,8,False
2022,1,OCO,Alpine,7,6,False
2022,1,TSU,AlphaTauri,8,4,False
2022,1,ALO,Alpine,9,2,False
2022,1,ZHO,Alfa Romeo,10,1,False
2022,1,MSC,Haas F1 Team,11,0,False
2022,1,STR,Aston Martin,12,0,False
2022,1,ALB,Williams,13,0,False
2022,1,RIC,McLaren,14,0,False
2022,1,NOR,McLaren,15,0,False
2022,1,LAT,Williams,16,0,False
2022,1,HUL,Aston Martin,17,0,False
2022,1,PER,Red Bull Racing,18,0,False
2022,1,VER,Red Bull Racing,19,0,False
2022,1,GAS,AlphaTauri,999,0,True
2022,2,VER,Red Bull Racing,1,25,False
2022,2,LEC,Ferrari,2,18,False
2022,2,SAI,Ferrari,3,15,False
2022,2,PER,Red Bull Racing,4,12,False
2022,2,RUS,Mercedes,5,10,False
2022,2,OCO,Alpine,6,8,False
2022,2,NOR,McLaren,7,6,False
2022,2,GAS,AlphaTauri,8,4,False
2022,2,MAG,Haas F1 Team,9,2,False
2022,2,HAM,Mercedes,10,1,False
2022,2,ZHO,Alfa Romeo,11,0,False
2022,2,HUL,Aston Martin,12,0,False
2022,2,STR,Aston Martin,13,0,False
2022,2,ALB,Williams,14,0,False
2022,2,BOT,Alfa Romeo,999,0,True
2022,2,ALO,Alpine,999,0,True
2022,2,RIC,McLaren,999,0,True
2022,2,LAT,Williams,999,0,True
2022,2,TSU,AlphaTauri,999,0,True
2022,2,MSC,Haas F1 Team,999,0,True
2022,3,LEC,Ferrari,1,25,False
2022,3,PER,Red Bull Racing,2,18,False
2022,3,RUS,Mercedes,3,15,False
2022,3,HAM,Mercedes,4,12,False
2022,3,NOR,McLaren,5,10,False
2022,3,RIC,McLaren,6,8,False
2022,3,OCO,Alpine,7,6,False
2022,3,BOT,Alfa Romeo,8,4,False
2022,3,GAS,AlphaTauri,9,2,False
2022,3,ALB,Williams,10,1,False
2022,3,ZHO,Alfa Romeo,11,0,False
2022,3,STR,Aston Martin,12,0,False
2022,3,MSC,Haas F1 Team,13,0,False
2022,3,MAG,Haas F1 Team,14,0,False
2022,3,TSU,AlphaTauri,15,0,False
2022,3,LAT,Williams,16,0,False
2022,3,ALO,Alpine,17,0,False
2022,3,VER,Red Bull Racing,999,0,True
2022,3,VET,Aston Martin,999,0,True
2022,3,SAI,Ferrari,999,0,True
2022,4,VER,Red Bull Racing,1,25,False
2022,4,PER,Red Bull Racing,2,18,False
2022,4,NOR,McLaren,3,15,False
2022,4,RUS,Mercedes,4,12,False
2022,4,BOT,Alfa Romeo,5,10,False
2022,4,LEC,Ferrari,6,8,False
2022,4,TSU,AlphaTauri,7,6,False
2022,4,VET,Aston Martin,8,4,False
2022,4,MAG,Haas F1 Team,9,2,False
2022,4,STR,Aston Martin,10,1,False
2022,4,ALB,Williams,11,0,False
2022,4,GAS,AlphaTauri,12,0,False
2022,4,HAM,Mercedes,13,0,False
2022,4,OCO,Alpine,14,0,False
2022,4,ZHO,Alfa Romeo,15,0,False
2022,4,LAT,Williams,16,0,False
2022,4,MSC,Haas F1 Team,17,0,False
2022,4,RIC,McLaren,18,0,False
2022,4,ALO,Alpine,999,0,True
2022,4,SAI,Ferrari,999,0,True
2022,5,VER,Red Bull Racing,1,25,False
2022,5,LEC,Ferrari,2,18,False
2022,5,SAI,Ferrari,3,15,False
2022,5,PER,Red Bull Racing,4,12,False
2022,5,RUS,Mercedes,5,10,False
2022,5,HAM,Mercedes,6,8,False
2022,5,BOT,Alfa Romeo,7,6,False
2022,5,OCO,Alpine,8,4,False
2022,5,ALB,Williams,9,2,False
2022,5,STR,Aston Martin,10,1,False
2022,5,ALO,Alpine,11,0,False
2022,5,TSU,AlphaTauri,12,0,False
2022,5,RIC,McLaren,13,0,False
2022,5,LAT,Williams,14,0,False
2022,5,MSC,Haas F1 Team,15,0,False
2022,5,MAG,Haas F1 Team,16,0,False
2022,5,VET,Aston Martin,17,0,False
2022,5,GAS,AlphaTauri,999,0,True
2022,5,NOR,McLaren,999,0,True
2022,5,ZHO,Alfa Romeo,999,0,True
2022,6,VER,Red Bull Racing,1,25,False
2022,6,PER,Red Bull Racing,2,18,False
2022,6,RUS,Mercedes,3,15,False
2022,6,SAI,Ferrari,4,12,False
2022,6,HAM,Mercedes,5,10,False
2022,6,BOT,Alfa Romeo,6,8,False
2022,6,OCO,Alpine,7,6,False
2022,6,NOR,McLaren,8,4,False
2022,6,ALO,Alpine,9,2,False
2022,6,TSU,AlphaTauri,10,1,False
2022,6,VET,Aston Martin,11,0,False
2022,6,RIC,McLaren,12,0,False
2022,6,GAS,AlphaTauri,13,0,False
2022,6,MSC,Haas F1 Team,14,0,False
2022,6,STR,Aston Martin,15,0,False
2022,6,LAT,Williams,16,0,False
2022,6,MAG,Haas F1 Team,17,0,False
2022,6,ALB,Williams,18,0,False
2022,6,ZHO,Alfa Romeo,999,0,True
2022,6,LEC,Ferrari,999,0,True
2022,7,PER,Red Bull Racing,1,25,False
2022,7,SAI,Ferrari,2,18,False
2022,7,VER,Red Bull Racing,3,15,False
2022,7,LEC,Ferrari,4,12,False
2022,7,RUS,Mercedes,5,10,False
2022,7,NOR,McLaren,6,8,False
2022,7,ALO,Alpine,7,6,False
2022,7,HAM,Mercedes,8,4,False
2022,7,BOT,Alfa Romeo,9,2,False
2022,7,VET,Aston Martin,10,1,False
2022,7,GAS,AlphaTauri,11,0,False
2022,7,OCO,Alpine,12,0,False
2022,7,RIC,McLaren,13,0,False
2022,7,STR,Aston Martin,14,0,False
2022,7,LAT,Williams,15,0,False
2022,7,ZHO,Alfa Romeo,16,0,False
2022,7,TSU,AlphaTauri,17,0,False
2022,7,ALB,Williams,999,0,True
2022,7,MSC,Haas F1 Team,999,0,True
2022,7,MAG,Haas F1 Team,999,0,True
2022,8,VER,Red Bull Racing,1,25,False
2022,8,PER,Red Bull Racing,2,18,False
2022,8,RUS,Mercedes,3,15,False
2022,8,HAM,Mercedes,4,12,False
2022,8,GAS,AlphaTauri,5,10,False
2022,8,VET,Aston Martin,6,8,False
2022,8,ALO,Alpine,7,6,False
2022,8,RIC,McLaren,8,4,False
2022,8,NOR,McLaren,9,2,False
